# timestamp tx ty tz qx qy qz qw
1.403715888469058037e+09 1.287953749554349159e-02 -1.945126844433264779e-02 2.770974148125782133e-02 0 0 0 1
1.403715888474058151e+09 1.285894590493685818e-02 -1.941806072720897447e-02 2.768686717428059385e-02 0 0 0 1
1.403715888479058027e+09 1.283709306282343476e-02 -1.939011396745415894e-02 2.765801527814160110e-02 0 0 0 1
1.403715888484057903e+09 1.281667467268055027e-02 -1.935789018374833859e-02 2.763714144026641062e-02 0 0 0 1
1.403715888489058018e+09 1.279756229660522493e-02 -1.932748612885681894e-02 2.761725902273548527e-02 0 0 0 1
1.403715888494058132e+09 1.277975593459745873e-02 -1.929890180277871181e-02 2.759836802554871404e-02 0 0 0 1
1.403715888499058008e+09 1.276225815032705491e-02 -1.927229352794368467e-02 2.757947815376748935e-02 0 0 0 1
1.403715888504057884e+09 1.274523268846095014e-02 -1.924864728386932455e-02 2.756158992329427182e-02 0 0 0 1
1.403715888509058237e+09 1.273050122119467886e-02 -1.922666649228244040e-02 2.754468345490446168e-02 0 0 0 1
1.403715888514058352e+09 1.271509035113282948e-02 -1.920681602826634915e-02 2.752778777018105583e-02 0 0 0 1
1.403715888519057989e+09 1.270198293146940216e-02 -1.918862897063577932e-02 2.751287380074052269e-02 0 0 0 1
1.403715888524058104e+09 1.268903925647180131e-02 -1.917142789252324064e-02 2.749896034720245019e-02 0 0 0 1
1.403715888529058218e+09 1.266843963690345021e-02 -1.915138124553683596e-02 2.747211285908490730e-02 0 0 0 1
1.403715888534058094e+09 1.265517792837100863e-02 -1.913220616228450410e-02 2.745719832694160090e-02 0 0 0 1
1.403715888539057970e+09 1.264222479757615147e-02 -1.911500713027347587e-02 2.744228492020384103e-02 0 0 0 1
1.403715888544058084e+09 1.263026910311126905e-02 -1.909765177583455653e-02 2.742836180840491078e-02 0 0 0 1
1.403715888549058199e+09 1.261877627525254120e-02 -1.908326049825959103e-02 2.741444038471430034e-02 0 0 0 1
1.403715888554058075e+09 1.260844462839050273e-02 -1.906969887777609785e-02 2.740250977186475811e-02 0 0 0 1
1.403715888559057951e+09 1.259925525092953080e-02 -1.905697100658620968e-02 2.739057006345702039e-02 0 0 0 1
1.403715888564058304e+09 1.259107276559645605e-02 -1.904408476686603180e-02 2.738062060318746660e-02 0 0 0 1
1.403715888569058180e+09 1.258404200546192619e-02 -1.903203023034016894e-02 2.737166200055962673e-02 0 0 0 1
1.403715888574058056e+09 1.257732927886268115e-02 -1.902194969895321108e-02 2.736370447653679872e-02 0 0 0 1
1.403715888579057932e+09 1.255888827662077212e-02 -1.900257638662861126e-02 2.733983809419893163e-02 0 0 0 1
1.403715888584058285e+09 1.255086008015626753e-02 -1.899067817253019541e-02 2.732988919663226213e-02 0 0 0 1
1.403715888589058161e+09 1.254399306468845232e-02 -1.897960961552280779e-02 2.732193110990677187e-02 0 0 0 1
1.403715888594058037e+09 1.253842260749049586e-02 -1.897036283343123131e-02 2.731396449032585938e-02 0 0 0 1
1.403715888599057913e+09 1.253400387549108430e-02 -1.896194775453086123e-02 2.730698872838632774e-02 0 0 0 1
1.403715888604058266e+09 1.252990317702762368e-02 -1.895550668077294887e-02 2.730101404505203000e-02 0 0 0 1
1.403715888609057903e+09 1.252794218429453821e-02 -1.894974303387941816e-02 2.729602056109825536e-02 0 0 0 1
1.403715888614058018e+09 1.252646296976345219e-02 -1.894693937164815267e-02 2.729302867165206425e-02 0 0 0 1
1.403715888619057894e+09 1.252613548043091107e-02 -1.894496741260853767e-02 2.729102763984736502e-02 0 0 0 1
1.403715888624058247e+09 1.252613548043091107e-02 -1.894496741260853767e-02 2.729102763984736502e-02 0 0 0 1
1.403715888629057884e+09 1.250931852579162396e-02 -1.892938783423847582e-02 2.726915375645888595e-02 0 0 0 1
1.403715888634057999e+09 1.250655220878771345e-02 -1.892476035098944465e-02 2.726717035306758241e-02 0 0 0 1
1.403715888639058352e+09 1.250410392531864368e-02 -1.892210687288198301e-02 2.726618802828151278e-02 0 0 0 1
1.403715888644058228e+09 1.250394018065237312e-02 -1.892112089336217551e-02 2.726518751237905214e-02 0 0 0 1
1.403715888649058104e+09 1.250379534758105926e-02 -1.892013082163845894e-02 2.726618690287596625e-02 0 0 0 1
1.403715888654057980e+09 1.250479278391147808e-02 -1.891997449920967966e-02 2.726717719781468485e-02 0 0 0 1
1.403715888659058332e+09 1.250793938177019449e-02 -1.892049355754510387e-02 2.727014864533350291e-02 0 0 0 1
1.403715888664057970e+09 1.251024283216817246e-02 -1.892215696393062530e-02 2.727213036061648666e-02 0 0 0 1
1.403715888669058084e+09 1.251385229663370957e-02 -1.892564009912955925e-02 2.727510349624362451e-02 0 0 0 1
1.403715888674057961e+09 1.251845919742877733e-02 -1.892896691189926983e-02 2.727906692680948098e-02 0 0 0 1
1.403715888679058313e+09 1.250231218978736791e-02 -1.891125905206303415e-02 2.725618230655513230e-02 0 0 0 1
1.403715888684057951e+09 1.250314588145151617e-02 -1.891011675011444737e-02 2.725617208559139026e-02 0 0 0 1
1.403715888689058065e+09 1.250513129831398729e-02 -1.890980615135795517e-02 2.725715272226914010e-02 0 0 0 1
1.403715888694058180e+09 1.250941070977718006e-02 -1.891116100508893894e-02 2.725911512103029732e-02 0 0 0 1
1.403715888699058294e+09 1.251384441010916504e-02 -1.891350388444124064e-02 2.726107808249422781e-02 0 0 0 1
1.403715888704057932e+09 1.251858668817806830e-02 -1.891782281503573415e-02 2.726304216936370484e-02 0 0 0 1
1.403715888709058046e+09 1.252448069144662668e-02 -1.892297344882365451e-02 2.726599711387467373e-02 0 0 0 1
1.403715888714058161e+09 1.253136267524723735e-02 -1.892796980628430603e-02 2.726894240012478488e-02 0 0 0 1
1.403715888719058037e+09 1.253956012891288552e-02 -1.893478384645685964e-02 2.727387905991873751e-02 0 0 0 1
1.403715888724057913e+09 1.254889985198026636e-02 -1.894243163592346235e-02 2.727880662415460566e-02 0 0 0 1
1.403715888729058027e+09 1.253342279133629056e-02 -1.892259549461794421e-02 2.725491126703405431e-02 0 0 0 1
1.403715888734058142e+09 1.253850752707053040e-02 -1.892281418470442844e-02 2.725386358523262942e-02 0 0 0 1
1.403715888739058018e+09 1.254490773267025183e-02 -1.892485055750370293e-02 2.725480727697537908e-02 0 0 0 1
1.403715888744057894e+09 1.255162597180481399e-02 -1.892886093544543513e-02 2.725675204732302959e-02 0 0 0 1
1.403715888749058247e+09 1.255948648034066473e-02 -1.893370506267899600e-02 2.725868772211259561e-02 0 0 0 1
1.403715888754058123e+09 1.256834442520671224e-02 -1.893839286748466577e-02 2.726161369184088024e-02 0 0 0 1
1.403715888759057999e+09 1.257752040360782253e-02 -1.894505467743190508e-02 2.726554074017428775e-02 0 0 0 1
1.403715888764058113e+09 1.258784810720769975e-02 -1.895254819057168305e-02 2.727045864614929815e-02 0 0 0 1
1.403715888769058228e+09 1.259932753600678801e-02 -1.896087340690444378e-02 2.727636740976557839e-02 0 0 0 1
1.403715888774058104e+09 1.261014647360525487e-02 -1.897132485860320017e-02 2.728428686344763765e-02 0 0 0 1
1.403715888779057980e+09 1.259732477682184992e-02 -1.894904983707235147e-02 2.726036140613885550e-02 0 0 0 1
1.403715888784058094e+09 1.260388872708739783e-02 -1.895207218939276572e-02 2.726230561378384376e-02 0 0 0 1
1.403715888789058208e+09 1.261061642201943833e-02 -1.895608052123032294e-02 2.726525033733107062e-02 0 0 0 1
1.403715888794058084e+09 1.261735357274895719e-02 -1.896008680696859017e-02 2.726919501407798485e-02 0 0 0 1
1.403715888799057961e+09 1.262538728174877889e-02 -1.896591486762178036e-02 2.727313115796947685e-02 0 0 0 1
1.403715888804058313e+09 1.263374848008069762e-02 -1.897371488731458555e-02 2.727906833366589012e-02 0 0 0 1
1.403715888809058189e+09 1.264325194781457107e-02 -1.898234865630099577e-02 2.728499641380388585e-02 0 0 0 1
1.403715888814058065e+09 1.265208546855034477e-02 -1.899311070675491209e-02 2.729193523080819528e-02 0 0 0 1
1.403715888819057941e+09 1.266221554755642131e-02 -1.900569453212597182e-02 2.729886551495708247e-02 0 0 0 1
1.403715888824058294e+09 1.267220079349096196e-02 -1.901728828577198271e-02 2.730679518960266172e-02 0 0 0 1
1.403715888829058170e+09 1.265722047938089290e-02 -1.899433992958110551e-02 2.727988862651420376e-02 0 0 0 1
1.403715888834058046e+09 1.266178955698649133e-02 -1.899767492675730196e-02 2.727985224428175481e-02 0 0 0 1
1.403715888839057922e+09 1.266849834032313105e-02 -1.900168735079876825e-02 2.728079706142993999e-02 0 0 0 1
1.403715888844058275e+09 1.267437343199651067e-02 -1.900684207679059767e-02 2.728175209954175617e-02 0 0 0 1
1.403715888849057913e+09 1.268040281253823842e-02 -1.901298482840108051e-02 2.728270770035623460e-02 0 0 0 1
1.403715888854058027e+09 1.268576224608275460e-02 -1.902125586148173397e-02 2.728467403803691571e-02 0 0 0 1
1.403715888859057903e+09 1.269211911595680142e-02 -1.902937057213405225e-02 2.728763067065620440e-02 0 0 0 1
1.403715888864058256e+09 1.269765174996506651e-02 -1.903862553863122642e-02 2.729159747743881148e-02 0 0 0 1
1.403715888869057894e+09 1.270449039804044666e-02 -1.904970023394447765e-02 2.729655570456568370e-02 0 0 0 1
1.403715888874058008e+09 1.271150224657957573e-02 -1.906175886267469366e-02 2.730351440079437086e-02 0 0 0 1
1.403715888879058123e+09 1.269026655994132113e-02 -1.903776420540426173e-02 2.727466475546658220e-02 0 0 0 1
1.403715888884058237e+09 1.269187169594876430e-02 -1.904156203156315286e-02 2.727465734801681752e-02 0 0 0 1
1.403715888889058113e+09 1.269378540969401392e-02 -1.904733590896334761e-02 2.727465106597259936e-02 0 0 0 1
1.403715888894057989e+09 1.269671547136397294e-02 -1.905294937173307446e-02 2.727763498526625252e-02 0 0 0 1
1.403715888899058342e+09 1.270094209130445684e-02 -1.906038460941683610e-02 2.728061037170459446e-02 0 0 0 1
1.403715888904057980e+09 1.270518762283967540e-02 -1.906781575489890912e-02 2.728558566454208911e-02 0 0 0 1
1.403715888909058094e+09 1.271058487957410499e-02 -1.907607860357174445e-02 2.729155181502096461e-02 0 0 0 1
1.403715888914057970e+09 1.271697957263850931e-02 -1.908418512981757686e-02 2.729850826043866974e-02 0 0 0 1
1.403715888919058323e+09 1.272339317729764829e-02 -1.909228756385861203e-02 2.730746461225541655e-02 0 0 0 1
1.403715888924057961e+09 1.273012481549229413e-02 -1.910236400304299309e-02 2.731742204267739726e-02 0 0 0 1
1.403715888929058075e+09 1.271124537077428229e-02 -1.907395236820619289e-02 2.728954112495540762e-02 0 0 0 1
1.403715888934058189e+09 1.271441088022839949e-02 -1.907446733433770802e-02 2.729451247887337839e-02 0 0 0 1
1.403715888939058304e+09 1.271870920328632693e-02 -1.907581809586567090e-02 2.729847478403368832e-02 0 0 0 1
1.403715888944057941e+09 1.272499294320739160e-02 -1.907685825863714157e-02 2.730341772587185911e-02 0 0 0 1
1.403715888949058056e+09 1.273142151619932605e-02 -1.907888849313277291e-02 2.730736127721311579e-02 0 0 0 1
1.403715888954058170e+09 1.273801383385753105e-02 -1.908190470714687947e-02 2.731230534445683311e-02 0 0 0 1
1.403715888959058046e+09 1.274575787671494709e-02 -1.908575262435441289e-02 2.731824026934193128e-02 0 0 0 1
1.403715888964057922e+09 1.275397424197577401e-02 -1.909256257232438969e-02 2.732517683553503662e-02 0 0 0 1
1.403715888969058037e+09 1.276333287663811156e-02 -1.910020626958797152e-02 2.733210430617016851e-02 0 0 0 1
1.403715888974058151e+09 1.277286471176397598e-02 -1.910883390026896222e-02 2.734103224590689329e-02 0 0 0 1
1.403715888979058027e+09 1.275280517445498418e-02 -1.907959670054415469e-02 2.730916061094468272e-02 0 0 0 1
1.403715888984057903e+09 1.275678546397762680e-02 -1.907897345693143620e-02 2.731212183749986977e-02 0 0 0 1
1.403715888989058018e+09 1.276008635070580155e-02 -1.908048054088862244e-02 2.731509384772146110e-02 0 0 0 1
1.403715888994058132e+09 1.276453896263252119e-02 -1.908281932803657099e-02 2.731905671558454429e-02 0 0 0 1
1.403715888999058008e+09 1.276915531922551139e-02 -1.908614409470565931e-02 2.732402009935019915e-02 0 0 0 1
1.403715889004057884e+09 1.277377167581850159e-02 -1.908946886137385945e-02 2.732898348311552095e-02 0 0 0 1
1.403715889009058237e+09 1.277870606594633252e-02 -1.909476763318496140e-02 2.733494794548618767e-02 0 0 0 1
1.403715889014058352e+09 1.278593445067488510e-02 -1.910173185748220703e-02 2.734189416994015076e-02 0 0 0 1
1.403715889019057989e+09 1.279317229120069399e-02 -1.910869403567616587e-02 2.734984034759380123e-02 0 0 0 1
1.403715889024058104e+09 1.280170668999636163e-02 -1.911747798878682403e-02 2.735777799239202945e-02 0 0 0 1
1.403715889029058218e+09 1.278277996629118007e-02 -1.908907658445802014e-02 2.732489730867193600e-02 0 0 0 1
1.403715889034058094e+09 1.278508341668871395e-02 -1.909073999084309747e-02 2.732687902395491975e-02 0 0 0 1
1.403715889039057970e+09 1.278753170015778373e-02 -1.909339346895100320e-02 2.732786134874110040e-02 0 0 0 1
1.403715889044058084e+09 1.278916520355766195e-02 -1.909718515680491890e-02 2.733085380088995375e-02 0 0 0 1
1.403715889049058199e+09 1.279210472102554341e-02 -1.910279657347135895e-02 2.733483767338329429e-02 0 0 0 1
1.403715889054058075e+09 1.279635025256098402e-02 -1.911022771895298789e-02 2.733981296622078894e-02 0 0 0 1
1.403715889059057951e+09 1.280075952876269518e-02 -1.911864484395486841e-02 2.734578877496063321e-02 0 0 0 1
1.403715889064058304e+09 1.280632053016272920e-02 -1.912789367214795533e-02 2.735275544134185832e-02 0 0 0 1
1.403715889069058180e+09 1.281121158456555165e-02 -1.913927078180943653e-02 2.736073284458939714e-02 0 0 0 1
1.403715889074058056e+09 1.281527840310214827e-02 -1.915178814731888224e-02 2.736972042199992128e-02 0 0 0 1
1.403715889079057932e+09 1.279271779080115579e-02 -1.912597785343805867e-02 2.733787944992860375e-02 0 0 0 1
1.403715889084058285e+09 1.279121415213957391e-02 -1.912924843685503973e-02 2.733890040775843744e-02 0 0 0 1
1.403715889089058161e+09 1.279085278287950267e-02 -1.913335276956651398e-02 2.733991227002996460e-02 0 0 0 1
1.403715889094058037e+09 1.279065515828547994e-02 -1.913844308179646347e-02 2.734192464820395241e-02 0 0 0 1
1.403715889099057913e+09 1.279146442581913234e-02 -1.914337502549701142e-02 2.734592727451623517e-02 0 0 0 1
1.403715889104058266e+09 1.279326167388550317e-02 -1.914815269287029054e-02 2.734992024256754917e-02 0 0 0 1
1.403715889109057903e+09 1.279537695548693677e-02 -1.915490436538469510e-02 2.735491428922420809e-02 0 0 0 1
1.403715889114058018e+09 1.279947765395061943e-02 -1.916134543914349564e-02 2.736088897255839480e-02 0 0 0 1
1.403715889119057894e+09 1.280274466075126405e-02 -1.916892881484955069e-02 2.736687387685632356e-02 0 0 0 1
1.403715889124058247e+09 1.280831511794922051e-02 -1.917817559694245944e-02 2.737484049643723605e-02 0 0 0 1
1.403715889129057884e+09 1.278712276703575235e-02 -1.914810260182164825e-02 2.734397791023257529e-02 0 0 0 1
1.403715889134057999e+09 1.278713222283323070e-02 -1.914810055572013781e-02 2.734497786343226267e-02 0 0 0 1
1.403715889139058352e+09 1.278845714849596860e-02 -1.914991619233052944e-02 2.734796919017568051e-02 0 0 0 1
1.403715889144058228e+09 1.278896729408951494e-02 -1.915287003868737514e-02 2.735297064428188207e-02 0 0 0 1
1.403715889149058104e+09 1.279176197848608254e-02 -1.915749138363098680e-02 2.735795390727202570e-02 0 0 0 1
1.403715889154057980e+09 1.279472040754869866e-02 -1.916309870809485005e-02 2.736393768616440791e-02 0 0 0 1
1.403715889159058332e+09 1.279784258127780738e-02 -1.916969201207896489e-02 2.737092198095913975e-02 0 0 0 1
1.403715889164057970e+09 1.280113795547044298e-02 -1.917726924948182088e-02 2.737990674485590858e-02 0 0 0 1
1.403715889169058084e+09 1.280656357959708558e-02 -1.918552595985056897e-02 2.738887275493362417e-02 0 0 0 1
1.403715889174057961e+09 1.281199865952165062e-02 -1.919378062411958297e-02 2.739883871821091610e-02 0 0 0 1
1.403715889179058313e+09 1.279208395528330655e-02 -1.916553349611582746e-02 2.736596769275190244e-02 0 0 0 1
1.403715889184057951e+09 1.279207449948605024e-02 -1.916553554221778199e-02 2.736496773955221506e-02 0 0 0 1
1.403715889189058065e+09 1.279321676888733883e-02 -1.916636929151138702e-02 2.736495864399413058e-02 0 0 0 1
1.403715889194058180e+09 1.279338996935108774e-02 -1.916735322492968407e-02 2.736695911309605656e-02 0 0 0 1
1.403715889199058294e+09 1.279485972808491745e-02 -1.917015893326468046e-02 2.736895104934267131e-02 0 0 0 1
1.403715889204057932e+09 1.279549579515482094e-02 -1.917410694354604317e-02 2.737095320655291708e-02 0 0 0 1
1.403715889209058046e+09 1.279729304322141381e-02 -1.917888461091799002e-02 2.737494617460423108e-02 0 0 0 1
1.403715889214058161e+09 1.279824714382593598e-02 -1.918480662634225453e-02 2.737794941041982177e-02 0 0 0 1
1.403715889219058037e+09 1.280035296963011326e-02 -1.919156034495816954e-02 2.738194350387679332e-02 0 0 0 1
1.403715889224057913e+09 1.280345623176404324e-02 -1.919815774114486118e-02 2.738692789227226143e-02 0 0 0 1
1.403715889229058027e+09 1.278338723865712900e-02 -1.916892258752245226e-02 2.735405630411036348e-02 0 0 0 1
1.403715889234058142e+09 1.278223551345814002e-02 -1.916809088432858132e-02 2.735306544646887161e-02 0 0 0 1
1.403715889239058018e+09 1.278223551345814002e-02 -1.916809088432858132e-02 2.735306544646887161e-02 0 0 0 1
1.403715889244057894e+09 1.278354152752592121e-02 -1.916991061314465838e-02 2.735405686681324777e-02 0 0 0 1
1.403715889249058247e+09 1.278501128625975092e-02 -1.917271632147699023e-02 2.735604880305975151e-02 0 0 0 1
1.403715889254058123e+09 1.278778705906113977e-02 -1.917734175862406687e-02 2.735903215965074242e-02 0 0 0 1
1.403715889259057999e+09 1.279254824872544383e-02 -1.918165659701553949e-02 2.736299615291926113e-02 0 0 0 1
1.403715889264058113e+09 1.279846116358873687e-02 -1.918680313860043896e-02 2.736795100382938273e-02 0 0 0 1
1.403715889269058228e+09 1.280551634785287440e-02 -1.919278342947849936e-02 2.737289675918153087e-02 0 0 0 1
1.403715889274058104e+09 1.281272582098624824e-02 -1.919975174597876588e-02 2.737784307723634125e-02 0 0 0 1
1.403715889279057980e+09 1.279504837656353367e-02 -1.917318234707199309e-02 2.733995409466305482e-02 0 0 0 1
1.403715889284058094e+09 1.279714080330740522e-02 -1.917387000444570333e-02 2.733593552804569615e-02 0 0 0 1
1.403715889289058208e+09 1.279839953838779465e-02 -1.917569996376755626e-02 2.733192718239196850e-02 0 0 0 1
1.403715889294058084e+09 1.279997630700280276e-02 -1.917950392823053463e-02 2.732891991534347476e-02 0 0 0 1
1.403715889299057961e+09 1.280369278134907418e-02 -1.918398531955833874e-02 2.732689384767550411e-02 0 0 0 1
1.403715889304058313e+09 1.280840669202620852e-02 -1.918831038845780768e-02 2.732585807494636310e-02 0 0 0 1
1.403715889309058189e+09 1.281329380316642563e-02 -1.919361939077557366e-02 2.732682277131903703e-02 0 0 0 1
1.403715889314058065e+09 1.281819037010456519e-02 -1.919892634699138512e-02 2.732878742089128732e-02 0 0 0 1
1.403715889319057941e+09 1.282326013750645366e-02 -1.920521723662593772e-02 2.733275253956546358e-02 0 0 0 1
1.403715889324058294e+09 1.282850310537186900e-02 -1.921249205967878737e-02 2.733871812734167683e-02 0 0 0 1
1.403715889329058170e+09 1.281154288693420185e-02 -1.918378414879606808e-02 2.730481817390040256e-02 0 0 0 1
1.403715889334058046e+09 1.281236712280042767e-02 -1.918264389294854766e-02 2.730380799973708417e-02 0 0 0 1
1.403715889339057922e+09 1.281434308386586451e-02 -1.918233534029489817e-02 2.730378868321525765e-02 0 0 0 1
1.403715889344058275e+09 1.281649224539482823e-02 -1.918301072105776939e-02 2.730576983579535710e-02 0 0 0 1
1.403715889349057913e+09 1.281962938745673242e-02 -1.918353182549603630e-02 2.730774133011470983e-02 0 0 0 1
1.403715889354058027e+09 1.282391825471695945e-02 -1.918488463312506553e-02 2.731070368207544341e-02 0 0 0 1
1.403715889359057903e+09 1.282838032244160154e-02 -1.918722137417194773e-02 2.731566650313810296e-02 0 0 0 1
1.403715889364058256e+09 1.283399411536456647e-02 -1.919038981841314495e-02 2.732162018184225438e-02 0 0 0 1
1.403715889369057894e+09 1.283978110875128031e-02 -1.919454219607130696e-02 2.732957432964844280e-02 0 0 0 1
1.403715889374058008e+09 1.284687411620577535e-02 -1.920051430254332558e-02 2.733851989779878533e-02 0 0 0 1
1.403715889379058123e+09 1.283107507876457554e-02 -1.917263604875207861e-02 2.730661075519835723e-02 0 0 0 1
1.403715889384058237e+09 1.283276137368760672e-02 -1.917034735265232825e-02 2.730859021967024791e-02 0 0 0 1
1.403715889389058113e+09 1.283545456073786895e-02 -1.916790028802184409e-02 2.731255993228032253e-02 0 0 0 1
1.403715889394057989e+09 1.283715976725607888e-02 -1.916560749971907285e-02 2.731653930315125489e-02 0 0 0 1
1.403715889399058342e+09 1.283987186590129781e-02 -1.916315634288601188e-02 2.732250892216059324e-02 0 0 0 1
1.403715889404057980e+09 1.284289254228432320e-02 -1.916268123729647499e-02 2.732847966657547811e-02 0 0 0 1
1.403715889409058094e+09 1.284492523813440812e-02 -1.916236040803198648e-02 2.733446006925110972e-02 0 0 0 1
1.403715889414057970e+09 1.284711222285372934e-02 -1.916302760438970409e-02 2.734044103462962561e-02 0 0 0 1
1.403715889419058323e+09 1.285044147697389505e-02 -1.916452855004102673e-02 2.734641290445005701e-02 0 0 0 1
1.403715889424057961e+09 1.285311023989432755e-02 -1.916815573105967729e-02 2.735439546433604541e-02 0 0 0 1
1.403715889429058075e+09 1.283499829625744937e-02 -1.913861611698530751e-02 2.731950465325316824e-02 0 0 0 1
1.403715889434058189e+09 1.283354744911879841e-02 -1.913580631644951069e-02 2.731951262340581721e-02 0 0 0 1
1.403715889439058304e+09 1.283226034664619597e-02 -1.913398249543085683e-02 2.732052110946059376e-02 0 0 0 1
1.403715889444057941e+09 1.283226980244389637e-02 -1.913398044932979047e-02 2.732152106266028113e-02 0 0 0 1
1.403715889449058056e+09 1.283243354711016693e-02 -1.913496642884959797e-02 2.732252157856263075e-02 0 0 0 1
1.403715889454058170e+09 1.283359472810641222e-02 -1.913579608594107029e-02 2.732451238940369898e-02 0 0 0 1
1.403715889459058046e+09 1.283607137896769501e-02 -1.913844342574444468e-02 2.732849457378849767e-02 0 0 0 1
1.403715889464057922e+09 1.283854802982942189e-02 -1.914109076554737499e-02 2.733247675817340738e-02 0 0 0 1
1.403715889469058037e+09 1.284051847835954163e-02 -1.914685236633895116e-02 2.733847019532675837e-02 0 0 0 1
1.403715889474058151e+09 1.284348636321985815e-02 -1.915245764470174805e-02 2.734545392741871694e-02 0 0 0 1
1.403715889479058027e+09 1.282715275605461613e-02 -1.912769979020367828e-02 2.731255617798800106e-02 0 0 0 1
1.403715889484057903e+09 1.282616477552189771e-02 -1.912785406653050302e-02 2.731256583624896983e-02 0 0 0 1
1.403715889489058018e+09 1.282451630378900198e-02 -1.913013457822465568e-02 2.731458618457549559e-02 0 0 0 1
1.403715889494058132e+09 1.282386526838630303e-02 -1.913225876748914089e-02 2.731759682784073995e-02 0 0 0 1
1.403715889499058008e+09 1.282368655538745905e-02 -1.913734498751740176e-02 2.732160911241376944e-02 0 0 0 1
1.403715889504057884e+09 1.282449582292133350e-02 -1.914227693121706153e-02 2.732561173872616322e-02 0 0 0 1
1.403715889509058237e+09 1.282562312398982662e-02 -1.914918288005829083e-02 2.733061544364356887e-02 0 0 0 1
1.403715889514058352e+09 1.282706845859360456e-02 -1.915806283404108967e-02 2.733662022716598639e-02 0 0 0 1
1.403715889519057989e+09 1.282866808206617470e-02 -1.916793081364520646e-02 2.734262557339139921e-02 0 0 0 1
1.403715889524058104e+09 1.283142888653476810e-02 -1.917862845033990737e-02 2.735062173045788025e-02 0 0 0 1
1.403715889529058218e+09 1.281455125384822757e-02 -1.915699304123474889e-02 2.731573542099718921e-02 0 0 0 1
1.403715889534058094e+09 1.281303815938894530e-02 -1.916026567075324039e-02 2.731575642562733552e-02 0 0 0 1
1.403715889539057970e+09 1.281266733433117366e-02 -1.916437204956533691e-02 2.731576833469939736e-02 0 0 0 1
1.403715889544058084e+09 1.281246970973692889e-02 -1.916946236179573049e-02 2.731778071287327414e-02 0 0 0 1
1.403715889549058199e+09 1.281341435454463884e-02 -1.917538642332061727e-02 2.731978399548906644e-02 0 0 0 1
1.403715889554058075e+09 1.281649870508361211e-02 -1.918198791171166206e-02 2.732276847748560389e-02 0 0 0 1
1.403715889559057951e+09 1.281959251142006373e-02 -1.918858735399986415e-02 2.732675291268160667e-02 0 0 0 1
1.403715889564058304e+09 1.282285951822048631e-02 -1.919617072970680738e-02 2.733273781697953542e-02 0 0 0 1
1.403715889569058180e+09 1.282643510275782717e-02 -1.920573015665683059e-02 2.733872384668312172e-02 0 0 0 1
1.403715889574058056e+09 1.283002959889034678e-02 -1.921528549140250064e-02 2.734670978278586073e-02 0 0 0 1
1.403715889579057932e+09 1.281628910826571044e-02 -1.919417118673472089e-02 2.731379496764452242e-02 0 0 0 1
1.403715889584058285e+09 1.281677088646704377e-02 -1.919713117139565384e-02 2.731579656215199492e-02 0 0 0 1
1.403715889589058161e+09 1.281758015400069617e-02 -1.920206311509708996e-02 2.731979918846427768e-02 0 0 0 1
1.403715889594058037e+09 1.281837996573664817e-02 -1.920699710489781609e-02 2.732280186157687307e-02 0 0 0 1
